departamento,distrito_sintetico,tipo_area_sintetica,pobreza_monetaria_pct_2024_sintetica,pobreza_departamental_pct_2024_sintetica,pct_votos_validos_candidatura_x_2026_sintetico,electores_habiles_sintetico,nota
Piura,PIU-04,urbano,23.2,30.0,16.94,23737,"Sintetico; sirve para discutir falacia ecologica, no preferencias individuales."
Piura,PIU-05,mixto,38.6,30.0,13.09,56167,"Sintetico; sirve para discutir falacia ecologica, no preferencias individuales."
Piura,PIU-06,urbano,29.4,30.0,9.93,88521,"Sintetico; sirve para discutir falacia ecologica, no preferencias individuales."
Piura,PIU-07,mixto,31.8,30.0,8.52,10706,"Sintetico; sirve para discutir falacia ecologica, no preferencias individuales."
Piura,PIU-08,urbano,26.5,30.0,22.33,11872,"Sintetico; sirve para discutir falacia ecologica, no preferencias individuales."
Piura,PIU-09,urbano,17.9,30.0,8.93,11198,"Sintetico; sirve para discutir falacia ecologica, no preferencias individuales."
Piura,PIU-10,urbano,25.1,30.0,14.34,10196,"Sintetico; sirve para discutir falacia ecologica, no preferencias individuales."
Puno,PUN-01,urbano,37.0,42.0,17.77,95210,"Sintetico; sirve para discutir falacia ecologica, no preferencias individuales."
Puno,PUN-02,rural,49.7,42.0,14.27,12889,"Sintetico; sirve para discutir falacia ecologica, no preferencias individuales."
Puno,PUN-03,urbano,28.4,42.0,10.56,10940,"Sintetico; sirve para discutir falacia ecologica, no preferencias individuales."
Puno,PUN-04,urbano,42.9,42.0,18.46,38468,"Sintetico; sirve para discutir falacia ecologica, no preferencias individuales."
Puno,PUN-05,urbano,37.0,42.0,10.81,23841,"Sintetico; sirve para discutir falacia ecologica, no preferencias individuales."
Puno,PUN-06,rural,47.1,42.0,19.04,60256,"Sintetico; sirve para discutir falacia ecologica, no preferencias individuales."
Puno,PUN-07,rural,47.4,42.0,16.36,27642,"Sintetico; sirve para discutir falacia ecologica, no preferencias individuales."
Puno,PUN-08,rural,43.8,42.0,10.38,7439,"Sintetico; sirve para discutir falacia ecologica, no preferencias individuales."
Puno,PUN-09,urbano,45.2,42.0,15.25,900,"Sintetico; sirve para discutir falacia ecologica, no preferencias individuales."
Puno,PUN-10,urbano,41.6,42.0,19.59,45964,"Sintetico; sirve para discutir falacia ecologica, no preferencias individuales."
Puno,PUN-11,mixto,39.8,42.0,12.88,13150,"Sintetico; sirve para discutir falacia ecologica, no preferencias individuales."
Puno,PUN-12,rural,52.0,42.0,21.47,36447,"Sintetico; sirve para discutir falacia ecologica, no preferencias individuales."
Puno,PUN-13,rural,55.0,42.0,22.22,12238,"Sintetico; sirve para discutir falacia ecologica, no preferencias individuales."
Puno,PUN-14,rural,40.1,42.0,15.95,46321,"Sintetico; sirve para discutir falacia ecologica, no preferencias individuales."
Puno,PUN-15,mixto,41.4,42.0,18.13,84485,"Sintetico; sirve para discutir falacia ecologica, no preferencias individuales."
Puno,PUN-16,rural,43.4,42.0,22.57,86369,"Sintetico; sirve para discutir falacia ecologica, no preferencias individuales."
Puno,PUN-17,rural,49.7,42.0,20.39,102056,"Sintetico; sirve para discutir falacia ecologica, no preferencias individuales."
San Martin,SAN-01,urbano,27.3,32.0,15.83,139729,"Sintetico; sirve para discutir falacia ecologica, no preferencias individuales."
San Martin,SAN-02,urbano,35.0,32.0,14.18,43088,"Sintetico; sirve para discutir falacia ecologica, no preferencias individuales."
San Martin,SAN-03,mixto,30.5,32.0,14.94,26860,"Sintetico; sirve para discutir falacia ecologica, no preferencias individuales."
San Martin,SAN-04,rural,46.2,32.0,16.76,287301,"Sintetico; sirve para discutir falacia ecologica, no preferencias individuales."
San Martin,SAN-05,rural,46.8,32.0,15.69,20692,"Sintetico; sirve para discutir falacia ecologica, no preferencias individuales."
San Martin,SAN-06,urbano,21.5,32.0,6.76,58273,"Sintetico; sirve para discutir falacia ecologica, no preferencias individuales."
San Martin,SAN-07,rural,33.8,32.0,20.17,126354,"Sintetico; sirve para discutir falacia ecologica, no preferencias individuales."
San Martin,SAN-08,rural,47.9,32.0,19.21,41314,"Sintetico; sirve para discutir falacia ecologica, no preferencias individuales."
San Martin,SAN-09,mixto,32.4,32.0,13.16,55635,"Sintetico; sirve para discutir falacia ecologica, no preferencias individuales."
San Martin,SAN-10,urbano,25.1,32.0,12.66,119107,"Sintetico; sirve para discutir falacia ecologica, no preferencias individuales."
San Martin,SAN-11,urbano,18.6,32.0,13.89,45687,"Sintetico; sirve para discutir falacia ecologica, no preferencias individuales."
San Martin,SAN-12,rural,39.5,32.0,18.53,89293,"Sintetico; sirve para discutir falacia ecologica, no preferencias individuales."
San Martin,SAN-13,urbano,32.3,32.0,6.12,41106,"Sintetico; sirve para discutir falacia ecologica, no preferencias individuales."
Tacna,TAC-01,urbano,5.0,13.0,4.53,57044,"Sintetico; sirve para discutir falacia ecologica, no preferencias individuales."
Tacna,TAC-02,urbano,5.1,13.0,4.46,38313,"Sintetico; sirve para discutir falacia ecologica, no preferencias individuales."
Tacna,TAC-03,mixto,11.8,13.0,2.17,26316,"Sintetico; sirve para discutir falacia ecologica, no preferencias individuales."
Tacna,TAC-04,mixto,5.5,13.0,10.72,28104,"Sintetico; sirve para discutir falacia ecologica, no preferencias individuales."
Tacna,TAC-05,urbano,20.0,13.0,3.66,2529,"Sintetico; sirve para discutir falacia ecologica, no preferencias individuales."
Tacna,TAC-06,mixto,19.5,13.0,9.04,93610,"Sintetico; sirve para discutir falacia ecologica, no preferencias individuales."
Tacna,TAC-07,urbano,18.4,13.0,8.53,16385,"Sintetico; sirve para discutir falacia ecologica, no preferencias individuales."
Tacna,TAC-08,mixto,7.3,13.0,11.36,47781,"Sintetico; sirve para discutir falacia ecologica, no preferencias individuales."
Tacna,TAC-09,rural,12.0,13.0,8.01,41589,"Sintetico; sirve para discutir falacia ecologica, no preferencias individuales."
Tacna,TAC-10,urbano,12.2,13.0,7.25,35673,"Sintetico; sirve para discutir falacia ecologica, no preferencias individuales."
Tacna,TAC-11,urbano,12.1,13.0,2.46,67728,"Sintetico; sirve para discutir falacia ecologica, no preferencias individuales."
Tacna,TAC-12,mixto,16.8,13.0,7.54,16559,"Sintetico; sirve para discutir falacia ecologica, no preferencias individuales."
Tacna,TAC-13,mixto,12.9,13.0,13.11,47765,"Sintetico; sirve para discutir falacia ecologica, no preferencias individuales."
Tumbes,TUM-01,mixto,19.4,22.0,12.25,5317,"Sintetico; sirve para discutir falacia ecologica, no preferencias individuales."
Tumbes,TUM-02,rural,22.2,22.0,8.31,75127,"Sintetico; sirve para discutir falacia ecologica, no preferencias individuales."
Tumbes,TUM-03,urbano,31.0,22.0,13.33,29307,"Sintetico; sirve para discutir falacia ecologica, no preferencias individuales."
Tumbes,TUM-04,mixto,27.4,22.0,9.9,45992,"Sintetico; sirve para discutir falacia ecologica, no preferencias individuales."
Tumbes,TUM-05,rural,30.1,22.0,14.67,49362,"Sintetico; sirve para discutir falacia ecologica, no preferencias individuales."
Tumbes,TUM-06,mixto,20.3,22.0,9.6,7659,"Sintetico; sirve para discutir falacia ecologica, no preferencias individuales."
Tumbes,TUM-07,urbano,15.6,22.0,5.33,96842,"Sintetico; sirve para discutir falacia ecologica, no preferencias individuales."
Tumbes,TUM-08,urbano,12.7,22.0,11.73,24493,"Sintetico; sirve para discutir falacia ecologica, no preferencias individuales."
Tumbes,TUM-09,mixto,15.7,22.0,7.88,20583,"Sintetico; sirve para discutir falacia ecologica, no preferencias individuales."
Tumbes,TUM-10,rural,32.6,22.0,20.67,1493,"Sintetico; sirve para discutir falacia ecologica, no preferencias individuales."
Tumbes,TUM-11,mixto,21.6,22.0,17.45,6725,"Sintetico; sirve para discutir falacia ecologica, no preferencias individuales."
Tumbes,TUM-12,urbano,26.2,22.0,8.54,22239,"Sintetico; sirve para discutir falacia ecologica, no preferencias individuales."
Tumbes,TUM-13,urbano,32.6,22.0,17.93,78733,"Sintetico; sirve para discutir falacia ecologica, no preferencias individuales."
Tumbes,TUM-14,mixto,24.4,22.0,10.4,73720,"Sintetico; sirve para discutir falacia ecologica, no preferencias individuales."
Tumbes,TUM-15,urbano,9.8,22.0,8.44,17041,"Sintetico; sirve para discutir falacia ecologica, no preferencias individuales."
Tumbes,TUM-16,rural,29.7,22.0,18.54,4294,"Sintetico; sirve para discutir falacia ecologica, no preferencias individuales."
Tumbes,TUM-17,urbano,30.9,22.0,8.29,3669,"Sintetico; sirve para discutir falacia ecologica, no preferencias individuales."
Ucayali,UCA-01,rural,52.5,37.0,17.88,30732,"Sintetico; sirve para discutir falacia ecologica, no preferencias individuales."
Ucayali,UCA-02,mixto,42.9,37.0,19.81,3945,"Sintetico; sirve para discutir falacia ecologica, no preferencias individuales."
Ucayali,UCA-03,rural,47.4,37.0,27.11,6844,"Sintetico; sirve para discutir falacia ecologica, no preferencias individuales."
Ucayali,UCA-04,urbano,39.5,37.0,20.68,22017,"Sintetico; sirve para discutir falacia ecologica, no preferencias individuales."
Ucayali,UCA-05,urbano,37.2,37.0,18.92,15790,"Sintetico; sirve para discutir falacia ecologica, no preferencias individuales."
Ucayali,UCA-06,mixto,40.8,37.0,9.82,13245,"Sintetico; sirve para discutir falacia ecologica, no preferencias individuales."
Ucayali,UCA-07,mixto,35.0,37.0,12.94,44198,"Sintetico; sirve para discutir falacia ecologica, no preferencias individuales."
Ucayali,UCA-08,urbano,35.5,37.0,7.46,7248,"Sintetico; sirve para discutir falacia ecologica, no preferencias individuales."
Ucayali,UCA-09,mixto,45.0,37.0,16.67,21105,"Sintetico; sirve para discutir falacia ecologica, no preferencias individuales."
Ucayali,UCA-10,urbano,32.5,37.0,15.91,174787,"Sintetico; sirve para discutir falacia ecologica, no preferencias individuales."
Ucayali,UCA-11,rural,34.0,37.0,18.94,22678,"Sintetico; sirve para discutir falacia ecologica, no preferencias individuales."
Ucayali,UCA-12,mixto,28.1,37.0,17.83,7845,"Sintetico; sirve para discutir falacia ecologica, no preferencias individuales."
Ucayali,UCA-13,rural,42.9,37.0,21.66,86070,"Sintetico; sirve para discutir falacia ecologica, no preferencias individuales."
Ucayali,UCA-14,urbano,33.9,37.0,19.86,6193,"Sintetico; sirve para discutir falacia ecologica, no preferencias individuales."
Ucayali,UCA-15,urbano,30.6,37.0,14.05,14310,"Sintetico; sirve para discutir falacia ecologica, no preferencias individuales."
Ucayali,UCA-16,rural,52.2,37.0,11.84,14827,"Sintetico; sirve para discutir falacia ecologica, no preferencias individuales."
